,Sale_id,Sale_date,Country,Region,City,Product_name,Category,Storage,Color,Is_5g,Unit_price_usd,Discount_pct,Units_sold,Discounted_price_usd,Fx_rate_to_usd,Revenue_local_currency,Sales_channel,Payment_method,Customer_segment,Customer_age_group,Previous_device_os,Customer_rating,Return_status,Revenue_before_discount,Revenue_after_discount,Total_price_product,Price_range,Integer_part,Revenue_usd_currency
12569,SAMS-00012570,20-03-2024,Sweden,Europe,Helsingborg,Samsung Galaxy Buds 2,Galaxy Buds,Nil,Cream,No,150.77,20,5,120.62,10.55,6362.71,Online (Samsung.com),Gift Card,Business,25–34,Nil,4.6,Kept,753.85,603.1,753.85,Mid-range,6362,603.1 SEK
12570,SAMS-00012571,27-04-2024,Sweden,Europe,Helsingborg,Samsung Galaxy Tab A9,Galaxy Tab,128 GB,Lime,No,225.74,7,4,209.94,10.55,8859.47,Corporate / B2B,Gift Card,Government,25–34,Nil,Nil,Kept,902.96,839.76,902.96,Mid-range,8859,839.76 SEK
12571,SAMS-00012572,15-05-2024,Sweden,Europe,Helsingborg,Samsung Galaxy Z Flip 3,Galaxy Z,256 GB,Blue,Yes,659.93,0,2,659.93,10.55,13924.52,Corporate / B2B,Debit Card,Education,35–44,Android (Samsung),Nil,Kept,1319.86,1319.86,1319.86,Upper Mid-range,13924,1319.86 SEK
12572,SAMS-00012573,04-06-2024,Sweden,Europe,Helsingborg,Samsung Neo QLED 4K QN85C,Smart TV,Nil,Black,No,1886.05,5,2,1791.75,10.55,37805.93,Samsung Store,Cash,Enterprise,45–54,Nil,Nil,Kept,3772.1,3583.5,3772.1,Premium,37805,3583.5 SEK
12573,SAMS-00012574,08-07-2024,Sweden,Europe,Helsingborg,Samsung T7 Shield 1TB SSD,Accessories,Nil,White,No,97.29,2,1,95.34,10.55,1005.84,Samsung Store,EMI / Installment,Business,35–44,Nil,3.4,Returned,97.29,95.34,97.29,Budget,1005,95.34 SEK
12574,SAMS-00012575,31-08-2024,Sweden,Europe,Helsingborg,Samsung Galaxy S21 FE,Galaxy S,512 GB,Lime,No,489.99,3,1,475.29,10.55,5014.31,Third-Party Retailer,Cash,Education,35–44,New User,Nil,Kept,489.99,475.29,489.99,Mid-range,5014,475.29 SEK
12575,SAMS-00012576,10-10-2024,Sweden,Europe,Helsingborg,Samsung 25L Microwave,Appliances,Nil,Silver,No,195.32,2,1,191.41,10.55,2019.38,Authorized Reseller,BNPL (Buy Now Pay Later),Government,55+,Nil,4.4,Returned,195.32,191.41,195.32,Mid-range,2019,191.41 SEK
12576,SAMS-00012577,10-04-2021,Sweden,Europe,Jönköping,Samsung Galaxy A34 5G,Galaxy A,64 GB,Awesome Violet,Yes,431.79,0,2,431.79,10.55,9110.77,Carrier Store,BNPL (Buy Now Pay Later),Business,35–44,Feature Phone,3.9,Kept,863.58,863.58,863.58,Mid-range,9110,863.58 SEK
12577,SAMS-00012578,26-05-2021,Sweden,Europe,Jönköping,Samsung Galaxy A04,Galaxy A,256 GB,Awesome Graphite,No,103.25,15,2,87.76,10.55,1851.74,Online (Samsung.com),Debit Card,Individual,35–44,Android (Other),4.2,Kept,206.5,175.52,206.5,Mid-range,1851,175.52 SEK
12578,SAMS-00012579,01-08-2021,Sweden,Europe,Jönköping,Samsung Galaxy S24,Galaxy S,1 TB,Phantom Black,Yes,821.29,15,1,698.1,10.55,7364.96,Online (Samsung.com),Credit Card,Enterprise,55+,New User,Nil,Kept,821.29,698.1,821.29,Upper Mid-range,7364,698.1 SEK
12579,SAMS-00012580,16-09-2021,Sweden,Europe,Jönköping,Samsung Galaxy S23 Ultra,Galaxy S,512 GB,Titanium Black,Yes,1301.75,12,1,1145.54,10.55,12085.45,Corporate / B2B,BNPL (Buy Now Pay Later),Education,18–24,iOS,4.2,Kept,1301.75,1145.54,1301.75,Premium,12085,1145.54 SEK
12580,SAMS-00012581,06-03-2022,Sweden,Europe,Jönköping,Samsung Galaxy Watch 4 Classic,Galaxy Watch,Nil,Bora Purple,No,231.71,20,8,185.37,10.55,15645.23,Carrier Store,BNPL (Buy Now Pay Later),Individual,55+,Nil,4.5,Kept,1853.68,1482.96,1853.68,Mid-range,15645,1482.96 SEK
12581,SAMS-00012582,16-04-2022,Sweden,Europe,Jönköping,Samsung Galaxy A24,Galaxy A,128 GB,Awesome Peach,No,260.19,10,1,234.17,10.55,2470.49,Corporate / B2B,Gift Card,Business,35–44,Android (Other),Nil,Kept,260.19,234.17,260.19,Mid-range,2470,234.17 SEK
12582,SAMS-00012583,10-05-2022,Sweden,Europe,Jönköping,Samsung 32GB MicroSD Card,Accessories,Nil,Silver,No,9.57,0,2,9.57,10.55,201.93,Authorized Reseller,Net Banking,Individual,45–54,Nil,Nil,Kept,19.14,19.14,19.14,Budget,201,19.14 SEK
12583,SAMS-00012584,11-06-2022,Sweden,Europe,Jönköping,Samsung 870 EVO 1TB SSD,Accessories,Nil,White,No,127.17,15,2,108.09,10.55,2280.7,Authorized Reseller,Debit Card,Individual,25–34,Nil,3.6,Kept,254.34,216.18,254.34,Mid-range,2280,216.18 SEK
12584,SAMS-00012585,28-06-2022,Sweden,Europe,Jönköping,Samsung Galaxy A14,Galaxy A,128 GB,Awesome White,No,166.07,3,1,161.09,10.55,1699.5,Third-Party Retailer,Debit Card,Enterprise,55+,Android (Samsung),4.2,Kept,166.07,161.09,166.07,Mid-range,1699,161.09 SEK
12585,SAMS-00012586,11-11-2022,Sweden,Europe,Jönköping,Samsung Neo QLED 8K QN900C,Smart TV,Nil,White,No,4584.68,0,6,4584.68,10.55,290210.24,Samsung Store,EMI / Installment,Business,35–44,Nil,3.5,Kept,27508.08,27508.08,27508.08,Premium,290210,27508.08 SEK
12586,SAMS-00012587,04-01-2023,Sweden,Europe,Jönköping,Samsung Galaxy Tab S9,Galaxy Tab,128 GB,Lime,No,845.46,0,1,845.46,10.55,8919.6,Corporate / B2B,EMI / Installment,Enterprise,35–44,Nil,Nil,Kept,845.46,845.46,845.46,Upper Mid-range,8919,845.46 SEK
12587,SAMS-00012588,07-03-2023,Sweden,Europe,Jönköping,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Black,No,143.98,0,7,143.98,10.55,10632.92,Corporate / B2B,Gift Card,Education,55+,New User,4.3,Kept,1007.8599999999999,1007.8599999999999,1007.8599999999999,Mid-range,10632,1007.86 SEK
12588,SAMS-00012589,10-03-2023,Sweden,Europe,Jönköping,Samsung Galaxy Buds 2 Pro,Galaxy Buds,Nil,Bora Purple,No,216.12,0,1,216.12,10.55,2280.07,Authorized Reseller,Gift Card,Business,25–34,Nil,Nil,Returned,216.12,216.12,216.12,Mid-range,2280,216.12 SEK
12589,SAMS-00012590,21-03-2023,Sweden,Europe,Jönköping,Samsung Galaxy A14 5G,Galaxy A,64 GB,Awesome Violet,Yes,209.04,5,5,198.59,10.55,10475.62,Third-Party Retailer,Samsung Pay,Government,55+,Feature Phone,4.1,Kept,1045.2,992.95,1045.2,Mid-range,10475,992.95 SEK
12590,SAMS-00012591,13-05-2023,Sweden,Europe,Jönköping,Samsung 32GB MicroSD Card,Accessories,Nil,Blue,No,8.35,0,1,8.35,10.55,88.09,Third-Party Retailer,Credit Card,Business,35–44,Nil,Nil,Returned,8.35,8.35,8.35,Budget,88,8.35 SEK
12591,SAMS-00012592,16-06-2023,Sweden,Europe,Jönköping,Samsung 32GB MicroSD Card,Accessories,Nil,White,No,9.56,2,5,9.37,10.55,494.27,Samsung Store,Net Banking,Business,35–44,Nil,3.2,Kept,47.800000000000004,46.849999999999994,47.800000000000004,Budget,494,46.85 SEK
12592,SAMS-00012593,22-08-2023,Sweden,Europe,Jönköping,Samsung T7 Shield 1TB SSD,Accessories,Nil,Blue,No,103.54,0,1,103.54,10.55,1092.35,Online (Samsung.com),Debit Card,Government,25–34,Nil,4.1,Returned,103.54,103.54,103.54,Mid-range,1092,103.54 SEK
12593,SAMS-00012594,23-01-2024,Sweden,Europe,Jönköping,Samsung Galaxy Z Flip 4,Galaxy Z,1 TB,Icy Blue,Yes,811.94,0,2,811.94,10.55,17131.93,Third-Party Retailer,Credit Card,Government,25–34,Android (Samsung),Nil,Kept,1623.88,1623.88,1623.88,Upper Mid-range,17131,1623.88 SEK
12594,SAMS-00012595,07-04-2024,Sweden,Europe,Jönköping,Samsung Galaxy Buds 2,Galaxy Buds,Nil,Cream,No,146.47,7,2,136.22,10.55,2874.24,Online (Samsung.com),BNPL (Buy Now Pay Later),Enterprise,45–54,Nil,3.4,Kept,292.94,272.44,292.94,Mid-range,2874,272.44 SEK
12595,SAMS-00012596,17-05-2024,Sweden,Europe,Jönköping,Samsung Galaxy Watch 4 Classic,Galaxy Watch,Nil,Black,No,267.95,2,1,262.59,10.55,2770.32,Online (Samsung.com),BNPL (Buy Now Pay Later),Enterprise,55+,Nil,Nil,Kept,267.95,262.59,267.95,Mid-range,2770,262.59 SEK
12596,SAMS-00012597,11-08-2024,Sweden,Europe,Jönköping,Samsung Galaxy Watch 4,Galaxy Watch,Nil,Silver,No,182.08,0,1,182.08,10.55,1920.94,E-commerce Platform,Cash,Government,45–54,Nil,3.3,Kept,182.08,182.08,182.08,Mid-range,1920,182.08 SEK
12597,SAMS-00012598,04-10-2024,Sweden,Europe,Jönköping,Samsung 870 EVO 1TB SSD,Accessories,Nil,Navy,No,120.8,10,1,108.72,10.55,1147.0,Corporate / B2B,Gift Card,Individual,35–44,Nil,4.9,Kept,120.8,108.72,120.8,Mid-range,1147,108.72 SEK
12598,SAMS-00012599,13-01-2021,Sweden,Europe,Linköping,Samsung Odyssey G7 27-inch,Monitor,Nil,Black,No,623.77,7,4,580.11,10.55,24480.64,Authorized Reseller,Cash,Government,45–54,Nil,4.6,Kept,2495.08,2320.44,2495.08,Upper Mid-range,24480,2320.44 SEK
12599,SAMS-00012600,22-01-2021,Sweden,Europe,Linköping,Samsung Galaxy S22+,Galaxy S,1 TB,Phantom White,Yes,898.46,5,2,853.54,10.55,18009.69,Corporate / B2B,BNPL (Buy Now Pay Later),Individual,18–24,Android (Samsung),Nil,Kept,1796.92,1707.08,1796.92,Upper Mid-range,18009,1707.08 SEK
12600,SAMS-00012601,29-03-2021,Sweden,Europe,Linköping,Samsung 870 EVO 1TB SSD,Accessories,Nil,White,No,122.73,0,2,122.73,10.55,2589.6,Corporate / B2B,Samsung Pay,Government,35–44,Nil,4.3,Kept,245.46,245.46,245.46,Mid-range,2589,245.46 SEK
12601,SAMS-00012602,18-04-2021,Sweden,Europe,Linköping,Samsung Galaxy Watch 6 Classic,Galaxy Watch,Nil,Bora Purple,No,403.34,0,2,403.34,10.55,8510.47,Online (Samsung.com),Samsung Pay,Business,18–24,Nil,Nil,Kept,806.68,806.68,806.68,Mid-range,8510,806.68 SEK
12602,SAMS-00012603,28-07-2021,Sweden,Europe,Linköping,Samsung Galaxy Buds FE,Galaxy Buds,Nil,Bora Purple,No,97.44,0,2,97.44,10.55,2055.98,Authorized Reseller,BNPL (Buy Now Pay Later),Business,45–54,Nil,3.2,Kept,194.88,194.88,194.88,Budget,2055,194.88 SEK
12603,SAMS-00012604,08-10-2021,Sweden,Europe,Linköping,Samsung Galaxy Z Flip 5,Galaxy Z,512 GB,Graphite,Yes,1057.75,0,2,1057.75,10.55,22318.53,Carrier Store,BNPL (Buy Now Pay Later),Government,18–24,iOS,3.1,Kept,2115.5,2115.5,2115.5,Premium,22318,2115.5 SEK
12604,SAMS-00012605,14-10-2021,Sweden,Europe,Linköping,Samsung Smart Tag 2,Accessories,Nil,Navy,No,27.73,0,1,27.73,10.55,292.55,Samsung Store,Samsung Pay,Education,18–24,Nil,4.3,Kept,27.73,27.73,27.73,Budget,292,27.73 SEK
12605,SAMS-00012606,17-11-2021,Sweden,Europe,Linköping,Samsung Galaxy A53 5G,Galaxy A,64 GB,Awesome Peach,Yes,392.55,10,3,353.3,10.55,11181.95,Online (Samsung.com),Net Banking,Business,25–34,New User,4.5,Kept,1177.65,1059.9,1177.65,Mid-range,11181,1059.9 SEK
12606,SAMS-00012607,11-02-2022,Sweden,Europe,Linköping,Samsung T55 27-inch FHD,Monitor,Nil,White,No,235.45,0,6,235.45,10.55,14903.99,Carrier Store,Samsung Pay,Business,18–24,Nil,2.6,Kept,1412.6999999999998,1412.6999999999998,1412.6999999999998,Mid-range,14903,1412.7 SEK
12607,SAMS-00012608,28-02-2022,Sweden,Europe,Linköping,Samsung Galaxy S22 Ultra,Galaxy S,512 GB,Cream,Yes,1185.57,0,2,1185.57,10.55,25015.53,Carrier Store,Cash,Government,18–24,Android (Other),3.2,Returned,2371.14,2371.14,2371.14,Premium,25015,2371.14 SEK
12608,SAMS-00012609,03-08-2022,Sweden,Europe,Linköping,Samsung QE50Q80C QLED 50-inch,Smart TV,Nil,White,No,850.55,15,1,722.97,10.55,7627.33,Samsung Store,EMI / Installment,Education,18–24,Nil,4.1,Kept,850.55,722.97,850.55,Upper Mid-range,7627,722.97 SEK
12609,SAMS-00012610,04-10-2022,Sweden,Europe,Linköping,Samsung Wireless Charger Pad,Accessories,Nil,Black,No,50.8,0,3,50.8,10.55,1607.82,Corporate / B2B,Debit Card,Business,25–34,Nil,Nil,Returned,152.39999999999998,152.39999999999998,152.39999999999998,Budget,1607,152.4 SEK
12610,SAMS-00012611,20-10-2022,Sweden,Europe,Linköping,Samsung Galaxy A53 5G,Galaxy A,64 GB,Awesome White,Yes,363.22,12,2,319.63,10.55,6744.19,E-commerce Platform,Samsung Pay,Individual,35–44,iOS,2.7,Kept,726.44,639.26,726.44,Mid-range,6744,639.26 SEK
12611,SAMS-00012612,05-11-2022,Sweden,Europe,Linköping,Samsung Galaxy M54 5G,Galaxy M,128 GB,Icy Blue,Yes,353.85,0,2,353.85,10.55,7466.24,Authorized Reseller,Debit Card,Government,55+,Feature Phone,3.1,Kept,707.7,707.7,707.7,Mid-range,7466,707.7 SEK
12612,SAMS-00012613,11-11-2022,Sweden,Europe,Linköping,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome Violet,Yes,445.09,15,1,378.33,10.55,3991.38,Corporate / B2B,EMI / Installment,Individual,45–54,iOS,4.2,Kept,445.09,378.33,445.09,Mid-range,3991,378.33 SEK
12613,SAMS-00012614,12-11-2022,Sweden,Europe,Linköping,Samsung Wireless Charger Pad,Accessories,Nil,Navy,No,53.33,0,7,53.33,10.55,3938.42,Corporate / B2B,Debit Card,Enterprise,35–44,Nil,3.1,Kept,373.31,373.31,373.31,Budget,3938,373.31 SEK
12614,SAMS-00012615,04-12-2022,Sweden,Europe,Linköping,Samsung The Frame 55-inch,Smart TV,Nil,White,No,1404.0,15,1,1193.4,10.55,12590.37,Carrier Store,BNPL (Buy Now Pay Later),Enterprise,45–54,Nil,3.0,Kept,1404.0,1193.4,1404.0,Premium,12590,1193.4 SEK
12615,SAMS-00012616,23-12-2022,Sweden,Europe,Linköping,Samsung Galaxy M34 5G,Galaxy M,64 GB,Dark Blue,Yes,249.95,0,1,249.95,10.55,2636.97,Third-Party Retailer,Cash,Government,45–54,Feature Phone,2.7,Returned,249.95,249.95,249.95,Mid-range,2636,249.95 SEK
12616,SAMS-00012617,02-02-2023,Sweden,Europe,Linköping,Samsung Crystal UHD 43-inch,Smart TV,Nil,White,No,597.39,0,1,597.39,10.55,6302.46,Online (Samsung.com),Gift Card,Individual,18–24,Nil,3.9,Kept,597.39,597.39,597.39,Upper Mid-range,6302,597.39 SEK
12617,SAMS-00012618,27-02-2023,Sweden,Europe,Linköping,Samsung Galaxy M04,Galaxy M,256 GB,Deep Ocean Blue,No,95.18,15,2,80.9,10.55,1706.99,Third-Party Retailer,EMI / Installment,Enterprise,35–44,Android (Other),4.8,Kept,190.36,161.8,190.36,Budget,1706,161.8 SEK
12618,SAMS-00012619,08-03-2023,Sweden,Europe,Linköping,Samsung Galaxy A04,Galaxy A,64 GB,Awesome Black,No,107.93,20,1,86.34,10.55,910.89,Online (Samsung.com),Samsung Pay,Enterprise,35–44,New User,Nil,Kept,107.93,86.34,107.93,Mid-range,910,86.34 SEK
12619,SAMS-00012620,21-03-2023,Sweden,Europe,Linköping,Samsung Galaxy Watch FE,Galaxy Watch,Nil,Silver,No,197.52,20,3,158.02,10.55,5001.33,Samsung Store,Gift Card,Business,18–24,Nil,Nil,Returned,592.5600000000001,474.06000000000006,592.5600000000001,Mid-range,5001,474.06 SEK
12620,SAMS-00012621,27-04-2023,Sweden,Europe,Linköping,Samsung Galaxy S24 Ultra,Galaxy S,256 GB,Titanium Black,Yes,1316.33,12,5,1158.37,10.55,61104.02,Online (Samsung.com),Debit Card,Business,55+,Android (Samsung),3.6,Kept,6581.65,5791.849999999999,6581.65,Premium,61104,5791.85 SEK
12621,SAMS-00012622,05-05-2023,Sweden,Europe,Linköping,Samsung Galaxy A24,Galaxy A,128 GB,Awesome Peach,No,229.54,0,4,229.54,10.55,9686.59,Samsung Store,Debit Card,Government,25–34,New User,4.4,Kept,918.16,918.16,918.16,Mid-range,9686,918.16 SEK
12622,SAMS-00012623,22-05-2023,Sweden,Europe,Linköping,Samsung Galaxy S22+,Galaxy S,256 GB,Titanium Gray,Yes,935.01,2,1,916.31,10.55,9667.07,Third-Party Retailer,Cash,Business,45–54,iOS,3.5,Kept,935.01,916.31,935.01,Upper Mid-range,9667,916.31 SEK
12623,SAMS-00012624,01-06-2023,Sweden,Europe,Linköping,Samsung QE50Q80C QLED 50-inch,Smart TV,Nil,Beige,No,849.8,20,2,679.84,10.55,14344.62,Carrier Store,BNPL (Buy Now Pay Later),Government,18–24,Nil,3.0,Kept,1699.6,1359.68,1699.6,Upper Mid-range,14344,1359.68 SEK
12624,SAMS-00012625,16-06-2023,Sweden,Europe,Linköping,Samsung 870 EVO 1TB SSD,Accessories,Nil,Navy,No,119.6,7,3,111.23,10.55,3520.43,Corporate / B2B,EMI / Installment,Enterprise,25–34,Nil,2.9,Kept,358.79999999999995,333.69,358.79999999999995,Mid-range,3520,333.69 SEK
12625,SAMS-00012626,19-09-2023,Sweden,Europe,Linköping,Samsung Galaxy Tab S9,Galaxy Tab,512 GB,Silver,No,811.33,0,1,811.33,10.55,8559.53,Samsung Store,Credit Card,Enterprise,35–44,Nil,3.9,Kept,811.33,811.33,811.33,Upper Mid-range,8559,811.33 SEK
12626,SAMS-00012627,28-12-2023,Sweden,Europe,Linköping,Samsung Leather Phone Case,Accessories,Nil,Silver,No,49.91,5,1,47.41,10.55,500.18,Third-Party Retailer,Net Banking,Government,45–54,Nil,3.9,Kept,49.91,47.41,49.91,Budget,500,47.41 SEK
12627,SAMS-00012628,02-07-2024,Sweden,Europe,Linköping,Samsung S Pen (Galaxy S24 Ultra),Accessories,Nil,Navy,Yes,45.86,0,2,45.86,10.55,967.65,Online (Samsung.com),Samsung Pay,Education,25–34,Nil,4.4,Kept,91.72,91.72,91.72,Budget,967,91.72 SEK
12628,SAMS-00012629,24-07-2024,Sweden,Europe,Linköping,Samsung 870 EVO 1TB SSD,Accessories,Nil,Blue,No,116.52,2,1,114.19,10.55,1204.7,Authorized Reseller,EMI / Installment,Education,25–34,Nil,3.2,Kept,116.52,114.19,116.52,Mid-range,1204,114.19 SEK
12629,SAMS-00012630,05-08-2024,Sweden,Europe,Linköping,Samsung 32GB MicroSD Card,Accessories,Nil,Navy,No,8.78,7,3,8.17,10.55,258.58,Online (Samsung.com),Debit Card,Individual,18–24,Nil,4.3,Returned,26.339999999999996,24.509999999999998,26.339999999999996,Budget,258,24.51 SEK
12630,SAMS-00012631,20-08-2024,Sweden,Europe,Linköping,Samsung Galaxy Buds Live,Galaxy Buds,Nil,Cream,No,160.9,0,2,160.9,10.55,3394.99,Corporate / B2B,Debit Card,Government,18–24,Nil,Nil,Exchanged,321.8,321.8,321.8,Mid-range,3394,321.8 SEK
12631,SAMS-00012632,11-10-2024,Sweden,Europe,Linköping,Samsung Galaxy Buds Live,Galaxy Buds,Nil,Graphite,No,145.04,0,9,145.04,10.55,13771.55,Third-Party Retailer,Cash,Individual,35–44,Nil,4.5,Kept,1305.36,1305.36,1305.36,Mid-range,13771,1305.36 SEK
12632,SAMS-00012633,17-10-2024,Sweden,Europe,Linköping,Samsung Galaxy M54 5G,Galaxy M,64 GB,Icy Blue,Yes,334.17,7,1,310.78,10.55,3278.73,Corporate / B2B,Net Banking,Enterprise,35–44,New User,3.9,Kept,334.17,310.78,334.17,Mid-range,3278,310.78 SEK
12633,SAMS-00012634,22-10-2024,Sweden,Europe,Linköping,Samsung Galaxy Tab A9,Galaxy Tab,512 GB,Graphite,No,209.59,10,3,188.63,10.55,5970.14,Online (Samsung.com),Cash,Business,35–44,Nil,2.5,Kept,628.77,565.89,628.77,Mid-range,5970,565.89 SEK
12634,SAMS-00012635,17-11-2024,Sweden,Europe,Linköping,Samsung Galaxy Tab S9 FE,Galaxy Tab,128 GB,Cream,No,429.76,0,1,429.76,10.55,4533.97,Samsung Store,Gift Card,Individual,55+,Nil,2.9,Kept,429.76,429.76,429.76,Mid-range,4533,429.76 SEK
12635,SAMS-00012636,31-12-2024,Sweden,Europe,Linköping,Samsung Galaxy M54 5G,Galaxy M,64 GB,Waterfall Blue,Yes,342.96,15,3,291.52,10.55,9226.61,Authorized Reseller,Cash,Education,35–44,Android (Other),3.4,Kept,1028.8799999999999,874.56,1028.8799999999999,Mid-range,9226,874.56 SEK
12636,SAMS-00012637,11-01-2021,Sweden,Europe,Malmö,Samsung Galaxy Tab S9 FE,Galaxy Tab,1 TB,Graphite,No,475.31,7,10,442.04,10.55,46635.22,E-commerce Platform,Debit Card,Education,55+,Nil,Nil,Kept,4753.1,4420.400000000001,4753.1,Mid-range,46635,4420.4 SEK
12637,SAMS-00012638,21-01-2021,Sweden,Europe,Malmö,Samsung Galaxy M04,Galaxy M,256 GB,Dark Blue,No,106.26,7,1,98.82,10.55,1042.55,Corporate / B2B,Cash,Government,18–24,New User,4.8,Kept,106.26,98.82,106.26,Mid-range,1042,98.82 SEK
12638,SAMS-00012639,14-02-2021,Sweden,Europe,Malmö,Samsung Galaxy Tab A9,Galaxy Tab,512 GB,Graphite,No,225.32,0,1,225.32,10.55,2377.13,Third-Party Retailer,EMI / Installment,Business,55+,Nil,3.3,Returned,225.32,225.32,225.32,Mid-range,2377,225.32 SEK
12639,SAMS-00012640,01-01-2022,Sweden,Europe,Malmö,Samsung Wireless Charger Pad,Accessories,Nil,Blue,No,51.24,2,8,50.22,10.55,4238.57,Online (Samsung.com),Samsung Pay,Individual,55+,Nil,Nil,Kept,409.92,401.76,409.92,Budget,4238,401.76 SEK
12640,SAMS-00012641,25-06-2022,Sweden,Europe,Malmö,Samsung 9kg Front Load Washer,Appliances,Nil,White,No,833.93,0,5,833.93,10.55,43989.81,Third-Party Retailer,Credit Card,Education,18–24,Nil,4.0,Kept,4169.65,4169.65,4169.65,Upper Mid-range,43989,4169.65 SEK
12641,SAMS-00012642,03-08-2022,Sweden,Europe,Malmö,Samsung Galaxy Buds 2,Galaxy Buds,Nil,Cream,No,151.04,0,3,151.04,10.55,4780.42,Carrier Store,Debit Card,Education,55+,Nil,2.8,Kept,453.12,453.12,453.12,Mid-range,4780,453.12 SEK
12642,SAMS-00012643,05-01-2023,Sweden,Europe,Malmö,Samsung Galaxy Watch 6,Galaxy Watch,Nil,Silver,No,276.16,0,3,276.16,10.55,8740.46,Third-Party Retailer,Net Banking,Enterprise,55+,Nil,4.9,Kept,828.48,828.48,828.48,Mid-range,8740,828.48 SEK
12643,SAMS-00012644,01-02-2023,Sweden,Europe,Malmö,Samsung Galaxy A24,Galaxy A,64 GB,Awesome Black,No,253.51,3,1,245.9,10.55,2594.25,Carrier Store,Credit Card,Government,18–24,iOS,2.7,Kept,253.51,245.9,253.51,Mid-range,2594,245.9 SEK
12644,SAMS-00012645,18-03-2023,Sweden,Europe,Malmö,Samsung 9kg Front Load Washer,Appliances,Nil,White,No,744.72,10,1,670.25,10.55,7071.14,Corporate / B2B,BNPL (Buy Now Pay Later),Business,18–24,Nil,5.0,Kept,744.72,670.25,744.72,Upper Mid-range,7071,670.25 SEK
12645,SAMS-00012646,30-04-2023,Sweden,Europe,Malmö,Samsung Galaxy Z Fold 5,Galaxy Z,256 GB,Blue,Yes,1753.57,12,8,1543.14,10.55,130241.02,Third-Party Retailer,EMI / Installment,Individual,18–24,iOS,4.9,Returned,14028.56,12345.12,14028.56,Premium,130241,12345.12 SEK
12646,SAMS-00012647,08-05-2023,Sweden,Europe,Malmö,Samsung Galaxy A14,Galaxy A,256 GB,Awesome White,No,155.43,0,2,155.43,10.55,3279.57,Corporate / B2B,EMI / Installment,Education,18–24,iOS,2.9,Kept,310.86,310.86,310.86,Mid-range,3279,310.86 SEK
12647,SAMS-00012648,22-07-2023,Sweden,Europe,Malmö,Samsung Galaxy Buds 2,Galaxy Buds,Nil,White,No,162.07,0,1,162.07,10.55,1709.84,Samsung Store,EMI / Installment,Government,35–44,Nil,Nil,Kept,162.07,162.07,162.07,Mid-range,1709,162.07 SEK
12648,SAMS-00012649,17-08-2023,Sweden,Europe,Malmö,Samsung Galaxy Watch 6,Galaxy Watch,Nil,Bora Purple,No,302.23,2,1,296.19,10.55,3124.8,Samsung Store,BNPL (Buy Now Pay Later),Education,25–34,Nil,2.7,Kept,302.23,296.19,302.23,Mid-range,3124,296.19 SEK
12649,SAMS-00012650,21-12-2023,Sweden,Europe,Malmö,Samsung Galaxy Buds 2,Galaxy Buds,Nil,White,No,135.68,2,1,132.97,10.55,1402.83,Authorized Reseller,BNPL (Buy Now Pay Later),Education,35–44,Nil,3.7,Kept,135.68,132.97,135.68,Mid-range,1402,132.97 SEK
12650,SAMS-00012651,05-01-2024,Sweden,Europe,Malmö,Samsung Galaxy M14 5G,Galaxy M,256 GB,Prism Black,Yes,170.55,20,1,136.44,10.55,1439.44,Third-Party Retailer,Samsung Pay,Enterprise,25–34,Android (Other),Nil,Kept,170.55,136.44,170.55,Mid-range,1439,136.44 SEK
12651,SAMS-00012652,09-01-2024,Sweden,Europe,Malmö,Samsung Crystal UHD 43-inch,Smart TV,Nil,Beige,No,522.31,0,1,522.31,10.55,5510.37,Carrier Store,Credit Card,Business,45–54,Nil,3.6,Kept,522.31,522.31,522.31,Upper Mid-range,5510,522.31 SEK
12652,SAMS-00012653,05-03-2024,Sweden,Europe,Malmö,Samsung Galaxy Watch 4,Galaxy Watch,Nil,Cream,No,207.1,0,2,207.1,10.55,4369.81,Samsung Store,Debit Card,Individual,45–54,Nil,4.3,Kept,414.2,414.2,414.2,Mid-range,4369,414.2 SEK
12653,SAMS-00012654,06-03-2024,Sweden,Europe,Malmö,Samsung Galaxy S23,Galaxy S,512 GB,Green,Yes,860.66,0,1,860.66,10.55,9079.96,E-commerce Platform,Credit Card,Education,45–54,Android (Other),Nil,Returned,860.66,860.66,860.66,Upper Mid-range,9079,860.66 SEK
12654,SAMS-00012655,13-04-2024,Sweden,Europe,Malmö,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,512 GB,Lime,No,877.97,5,2,834.07,10.55,17598.88,Carrier Store,Samsung Pay,Education,55+,Nil,3.2,Kept,1755.94,1668.14,1755.94,Upper Mid-range,17598,1668.14 SEK
12655,SAMS-00012656,02-09-2024,Sweden,Europe,Malmö,Samsung Galaxy Z Flip 3,Galaxy Z,512 GB,Gray,Yes,701.17,0,2,701.17,10.55,14794.69,Third-Party Retailer,Samsung Pay,Business,45–54,New User,2.8,Kept,1402.34,1402.34,1402.34,Upper Mid-range,14794,1402.34 SEK
